,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,lam3,threshold,record,evaluation
5,0.023424878836833602,0.28292682926829266,0.0432674375233122,0.6,0.05127508628403426,0.5178312086493465,0.09331065265116821,30,2.0,7184,record
5,0.08128342245989305,0.1386861313868613,0.10249494268374915,0.6,0.23843083811934196,0.2971022403357471,0.2645526075615775,30,2.0,6866,record
5,0.21153846153846154,0.21878453038674034,0.21510048886474742,0.6,0.4738950211913744,0.37327395189810264,0.4176089374469011,30,2.0,7084,record
5,0.0589066918001885,0.2670940170940171,0.09652509652509654,0.6,0.13421560518334713,0.49357334498034566,0.21104304298963195,30,2.0,7227,record
6,0.0,0.0,0.0,0.7,0.004988456464379947,0.0190356328168017,0.007905267456104533,30,2.0,6945,record
6,0.08082706766917293,0.09684684684684684,0.08811475409836064,0.7,0.4001885676255269,0.3040266288394826,0.34554204943612177,30,2.0,6990,record
6,0.012924071082390954,0.15609756097560976,0.023871689668034313,0.7,0.05127508628403426,0.5178312086493465,0.09331065265116821,30,2.0,7184,record
6,0.052406417112299465,0.08941605839416059,0.06608226567768037,0.7,0.23843083811934196,0.2971022403357471,0.2645526075615775,30,2.0,6866,record
6,0.12606837606837606,0.13038674033149172,0.12819120043454643,0.7,0.4738950211913744,0.37327395189810264,0.4176089374469011,30,2.0,7084,record
6,0.03770028275212064,0.17094017094017094,0.06177606177606177,0.7,0.13421560518334713,0.49357334498034566,0.21104304298963195,30,2.0,7227,record
7,0.0,0.0,0.0,0.8,0.004988456464379947,0.0190356328168017,0.007905267456104533,30,2.0,6945,record
7,0.045112781954887216,0.05405405405405406,0.04918032786885246,0.8,0.4001885676255269,0.3040266288394826,0.34554204943612177,30,2.0,6990,record
7,0.006865912762520194,0.08292682926829269,0.012681835136143231,0.8,0.05127508628403426,0.5178312086493465,0.09331065265116821,30,2.0,7184,record
7,0.023529411764705882,0.040145985401459854,0.029669588671611593,0.8,0.23843083811934196,0.2971022403357471,0.2645526075615775,30,2.0,6866,record
7,0.06623931623931624,0.06850828729281767,0.06735469853340575,0.8,0.4738950211913744,0.37327395189810264,0.4176089374469011,30,2.0,7084,record
7,0.01932139491046183,0.0876068376068376,0.03166023166023166,0.8,0.13421560518334713,0.49357334498034566,0.21104304298963195,30,2.0,7227,record
8,0.0009302325581395349,0.010638297872340425,0.0017108639863130885,0.9,0.0067897783628789385,0.05923070872335405,0.012182987501516808,30,1.0,6945,record
8,0.013095238095238096,0.024774774774774775,0.017133956386292837,0.9,0.3289432212166239,0.4104155840507858,0.3651905496853853,30,1.0,6990,record
8,0.0012197601138442774,0.02926829268292683,0.0023419203747072604,0.9,0.03153808547148386,0.6532192996611264,0.06017105197148266,30,1.0,7184,record
8,0.01010886469673406,0.023722627737226276,0.014176663031624863,0.9,0.22447381436500521,0.3963708259039579,0.28662523737057,30,1.0,6866,record
8,0.023059185242121444,0.03314917127071823,0.027198549410698093,0.9,0.4186305568433524,0.4770202650153345,0.44592212566615685,30,1.0,7084,record
8,0.005829204313611192,0.042735042735042736,0.010259040779687098,0.9,0.0985354419919652,0.5914862419666812,0.16892906306940442,30,1.0,7227,record
0,0.15930599369085174,0.9242928452579035,0.2717710371819961,0.1,0.12972321587797792,0.7398773464961483,0.22074334561309167,30,3.0,7521,record
0,0.44036208732694354,0.5535475234270415,0.4905100830367734,0.1,0.40618996358541976,0.33286903962957803,0.3658924727191746,30,3.0,7338,record
1,0.15227989675939202,0.8835274542429284,0.25978473581213307,0.2,0.12972321587797792,0.7398773464961483,0.22074334561309167,30,3.0,7521,record
1,0.4233226837060703,0.5321285140562249,0.47153024911032027,0.2,0.40618996358541976,0.33286903962957803,0.3658924727191746,30,3.0,7338,record
2,0.12386203359405051,0.8036605657237936,0.21464281746472613,0.3,0.11757621108035608,0.7614912871139032,0.20370053606457184,30,2.5,7521,record
2,0.3733084461035931,0.535475234270415,0.4399230134726423,0.3,0.3879863227269506,0.36973818055960056,0.378642518289586,30,2.5,7338,record
3,0.10167970252596487,0.6597337770382695,0.17620264415064993,0.4,0.11757621108035608,0.7614912871139032,0.20370053606457184,30,2.5,7521,record
3,0.3107792813812412,0.4457831325301205,0.36623590871597467,0.4,0.3879863227269506,0.36973818055960056,0.378642518289586,30,2.5,7338,record
4,0.06937718211510305,0.5124792013311148,0.12221009820454319,0.5,0.10435244044662656,0.7809513125420686,0.1841044388632603,30,2.0,7521,record
4,0.21470703893039716,0.3654618473895582,0.27049789447609607,0.5,0.3600920145566437,0.41096746145307045,0.3838513259125073,30,2.0,7338,record
5,0.038622028141678796,0.33111480865224624,0.06917528460936821,0.6,0.09060166644111067,0.8111136040685065,0.16299656134275958,30,1.5,7521,record
5,0.13583441138421734,0.28112449799196787,0.1831661578717837,0.6,0.3278455394085278,0.4622043820883931,0.3836001772537233,30,1.5,7338,record
6,0.015874308042982743,0.1622296173044925,0.02891887883731277,0.7,0.07508006894105755,0.8343579388228255,0.1377634341946275,30,1.0,7521,record
6,0.0761254425897825,0.20147255689424365,0.11049926578560941,0.7,0.28740690052092654,0.535377069800227,0.3740254302261119,30,1.0,7338,record
7,0.006431129925105829,0.06572379367720466,0.011715853477680557,0.8,0.07508006894105755,0.8343579388228255,0.1377634341946275,30,1.0,7521,record
7,0.035407182599898834,0.09370816599732262,0.0513950073421439,0.8,0.28740690052092654,0.535377069800227,0.3740254302261119,30,1.0,7338,record
8,0.0017909475740801042,0.018302828618968387,0.003262642740619902,0.9,0.07508006894105755,0.8343579388228255,0.1377634341946275,30,1.0,7521,record
8,0.010875063227111785,0.028781793842034806,0.015785609397944197,0.9,0.28740690052092654,0.535377069800227,0.3740254302261119,30,1.0,7338,record
