,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,record,evaluation,gold_standard
7,0.08040565012676566,0.2727272727272727,0.1241958041958042,0.8,0.31618205838682145,0.8427591293192548,0.45984268927376626,gold_standard_E1_01-02-0009,record,E1
8,0.02028250633828323,0.0687960687960688,0.03132867132867133,0.9,0.31618205838682145,0.8427591293192548,0.45984268927376626,gold_standard_E1_01-02-0009,record,E1
0,0.20536240424278138,0.8767295597484277,0.3327763189305324,0.1,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
1,0.20447849145550973,0.8729559748427673,0.33134399618047267,0.2,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
2,0.20153211549793754,0.8603773584905661,0.3265695870136071,0.3,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
3,0.1932822628167354,0.8251572327044026,0.3132012413463834,0.4,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
4,0.16912197996464348,0.7220125786163522,0.27405108617808543,0.5,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
5,0.1328815556865056,0.5672955974842767,0.21532585342563854,0.6,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
6,0.07955215085444903,0.33962264150943394,0.1289090475053712,0.7,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
7,0.03565114908662345,0.15220125786163521,0.05777035091907376,0.8,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
8,0.010901591043017089,0.04654088050314465,0.01766531391740272,0.9,0.21513110019471,0.8572186420549424,0.34394448435417585,gold_standard_E1_01-02-0010,record,E1
0,0.20047489823609227,0.9752475247524752,0.33258300506471583,0.1,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
1,0.20047489823609227,0.9752475247524752,0.33258300506471583,0.2,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
2,0.19877883310719133,0.966996699669967,0.32976927405740014,0.3,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
3,0.1919945725915875,0.933993399339934,0.31851435002813727,0.4,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
4,0.17639077340569878,0.858085808580858,0.29262802476083283,0.5,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
5,0.1417910447761194,0.6897689768976898,0.23522791221159256,0.6,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
6,0.09158751696065129,0.44554455445544555,0.15194147439504782,0.7,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
7,0.042401628222523746,0.20627062706270627,0.07034327518289252,0.8,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
8,0.010854816824966078,0.052805280528052806,0.018007878446820478,0.9,0.23837376006736377,0.9163416931180021,0.3783301146485441,gold_standard_E1_01-02-0011,record,E1
0,0.11866886085207533,0.9153737658674189,0.2101003561022985,0.1,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
1,0.11830316328396416,0.9125528913963329,0.20945289737779219,0.2,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
2,0.1151947339550192,0.8885754583921015,0.20394949821948852,0.3,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
3,0.102029621503017,0.7870239774330042,0.18064098413726123,0.4,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
4,0.0811848601206802,0.6262341325811002,0.14373583684040145,0.5,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
5,0.049917718047174986,0.385049365303244,0.08837811589511169,0.6,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
6,0.02541598098372646,0.19605077574047955,0.04499838135318874,0.7,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
7,0.00877674163466813,0.06770098730606489,0.015539009388151507,0.8,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
8,0.0012799414883891023,0.009873060648801129,0.0022661055357720947,0.9,0.13113451975286436,0.8883466371611476,0.22853371805482958,gold_standard_E1_01-02-0012,record,E1
0,0.10930528999362651,0.9828080229226361,0.1967307140808718,0.1,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
1,0.10882727852135118,0.9785100286532952,0.19587037568110122,0.2,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
2,0.10691523263224983,0.9613180515759312,0.19242902208201892,0.3,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
3,0.09544295729764181,0.8581661891117478,0.1717809004875251,0.4,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
4,0.07711918419375398,0.6934097421203438,0.138801261829653,0.5,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
5,0.05130656469088592,0.46131805157593125,0.09234298824204187,0.6,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
6,0.029636711281070746,0.2664756446991404,0.05334098078577574,0.7,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
7,0.011153601019757807,0.10028653295128939,0.02007456266131345,0.8,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
8,0.0022307202039515616,0.02005730659025788,0.00401491253226269,0.9,0.13211223365761413,0.9622430549582868,0.23232688804903084,gold_standard_E1_01-02-0013,record,E1
0,0.10745261805332476,0.9396067415730337,0.19285096569616605,0.1,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
1,0.10713138451654353,0.9367977528089888,0.1922744306716633,0.2,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
2,0.10150979762287182,0.8876404494382022,0.1821850677428654,0.3,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
3,0.08560873755220046,0.7485955056179775,0.15364658402997983,0.4,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
4,0.06119498875682621,0.5351123595505618,0.1098299221677717,0.5,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
5,0.0377449405717957,0.3300561797752809,0.06774286537907179,0.6,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
6,0.019434628975265017,0.1699438202247191,0.034880368982415685,0.7,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
7,0.006745904272406039,0.05898876404494382,0.012107235514557509,0.8,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
8,0.0016061676839061998,0.014044943820224719,0.0028826751225136927,0.9,0.11253176665959594,0.9279564403607282,0.20072227039648316,gold_standard_E1_01-02-0014,record,E1
0,0.16041816870944484,0.9468085106382979,0.27435265104808876,0.1,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
1,0.15933669790915644,0.9404255319148936,0.2725030826140567,0.2,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
2,0.15717375630857966,0.9276595744680851,0.2688039457459926,0.3,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
3,0.14816149963950973,0.874468085106383,0.25339087546239214,0.4,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
4,0.13193943763518384,0.7787234042553192,0.22564734895191124,0.5,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
5,0.10706560922855082,0.6319148936170212,0.18310727496917387,0.6,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
6,0.0692141312184571,0.4085106382978723,0.11837237977805179,0.7,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
7,0.03424657534246575,0.20212765957446807,0.05856966707768187,0.8,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
8,0.009012256669069935,0.05319148936170213,0.015413070283600493,0.9,0.1807945305266299,0.8531080465482255,0.2983593854665667,gold_standard_E1_01-02-0017,record,E1
0,0.2080667054489044,0.9218213058419243,0.3395032431577282,0.1,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
1,0.2080667054489044,0.9218213058419243,0.3395032431577282,0.2,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
2,0.20612759356214855,0.9132302405498282,0.3363391868375257,0.3,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
3,0.19449292224161335,0.8616838487972509,0.3173548489163107,0.4,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
4,0.17122357960054296,0.7585910652920962,0.2793861730738807,0.5,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
5,0.1303083187899942,0.5773195876288659,0.212624584717608,0.6,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
6,0.07892185379096374,0.34965635738831613,0.12877709223224174,0.7,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
7,0.039945704867170834,0.17697594501718214,0.0651795601961715,0.8,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
8,0.011634671320535195,0.05154639175257732,0.018984337921214997,0.9,0.2278144134196046,0.8756149707118956,0.36155954119558265,gold_standard_E1_01-02-0018,record,E1
0,0.186144578313253,0.9809523809523809,0.3129113924050633,0.1,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
1,0.1855421686746988,0.9777777777777777,0.31189873417721514,0.2,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
2,0.18493975903614457,0.9746031746031746,0.310886075949367,0.3,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
3,0.18132530120481927,0.9555555555555556,0.30481012658227846,0.4,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
4,0.15843373493975904,0.834920634920635,0.2663291139240507,0.5,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
5,0.13674698795180723,0.7206349206349206,0.229873417721519,0.6,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
6,0.10060240963855421,0.5301587301587302,0.1691139240506329,0.7,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
7,0.056626506024096385,0.2984126984126984,0.09518987341772152,0.8,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
8,0.014457831325301205,0.0761904761904762,0.02430379746835443,0.9,0.21345584497144054,0.9189989538907218,0.3464433166387075,gold_standard_E1_01-02-0019,record,E1
0,0.6037503842606824,0.8036006546644845,0.6894856942250307,0.1,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
1,0.5926836766062097,0.7888707037643208,0.6768474635773214,0.2,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
2,0.5496464801721488,0.7315875613747954,0.6276987888362296,0.3,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
3,0.4872425453427605,0.6485270049099836,0.5564332104616465,0.4,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
4,0.40823854903166307,0.5433715220949263,0.4662102861154994,0.5,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
5,0.31263449123885645,0.41612111292962356,0.3570300157977883,0.6,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
6,0.19674146941284967,0.2618657937806874,0.22467965595927683,0.7,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
7,0.09130033814940056,0.12152209492635024,0.1042654028436019,0.8,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
8,0.019674146941284967,0.02618657937806874,0.022467965595927678,0.9,0.6653019819376907,0.5174555045865383,0.5821382264553342,gold_standard_E2_01-02-0001,record,E2
0,0.5660547697863376,0.8519021739130435,0.680166335201591,0.1,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
1,0.5570267830273848,0.8383152173913043,0.6693183872717411,0.2,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
2,0.5221185675594342,0.7857789855072463,0.6273729886096546,0.3,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
3,0.4646403851941017,0.6992753623188406,0.5583077201229435,0.4,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
4,0.38639783328317784,0.5815217391304348,0.4642921713975773,0.5,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
5,0.29190490520613904,0.43931159420289856,0.3507503163984813,0.6,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
6,0.19590731266927475,0.29483695652173914,0.23540047007774362,0.7,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
7,0.09328919650917845,0.1403985507246377,0.11209546194178269,0.8,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
8,0.02016250376166115,0.030344202898550724,0.024227083709998192,0.9,0.6550270216005488,0.5672806205324604,0.608004273998728,gold_standard_E2_01-02-0002,record,E2
0,0.38448125544899736,0.7325581395348837,0.5042881646655232,0.1,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
1,0.3818657367044464,0.7275747508305648,0.5008576329331046,0.2,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
2,0.3644289450741064,0.6943521594684385,0.4779874213836478,0.3,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
3,0.3190932868352223,0.6079734219269103,0.41852487135506006,0.4,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
4,0.25457715780296425,0.4850498338870432,0.33390508862206975,0.5,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
5,0.17785527462946818,0.3388704318936877,0.2332761578044597,0.6,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
6,0.12031386224934612,0.2292358803986711,0.15780445969125215,0.7,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
7,0.06015693112467306,0.11461794019933555,0.07890222984562607,0.8,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
8,0.018308631211857017,0.03488372093023256,0.02401372212692967,0.9,0.41832650166484353,0.4701154316359682,0.4427115302049708,gold_standard_E2_01-02-0003,record,E2
0,0.4798590130916415,0.7954924874791319,0.5986180904522613,0.1,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
1,0.47583081570996977,0.7888146911519198,0.5935929648241205,0.2,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
2,0.4607250755287009,0.7637729549248747,0.574748743718593,0.3,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
3,0.42245720040281975,0.7003338898163606,0.5270100502512562,0.4,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
4,0.34843907351460224,0.5776293823038398,0.43467336683417085,0.5,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
5,0.2623363544813696,0.4348914858096828,0.32726130653266333,0.6,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
6,0.1691842900302115,0.28046744574290483,0.21105527638190955,0.7,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
7,0.08308157099697885,0.13772954924874792,0.10364321608040201,0.8,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
8,0.017119838872104734,0.028380634390651086,0.021356783919597992,0.9,0.5128952878380283,0.5567827327279259,0.5339386889797756,gold_standard_E2_01-02-0005,record,E2
