,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,lam3,threshold,record,evaluation,gold_standard
6,0.20427687113111986,0.5098314606741573,0.29168340699075934,0.7,0.31612402509001614,0.8455470478135103,0.46019521772147204,46,2.0,01-02-0014,record,E1
7,0.12155317951603826,0.30337078651685395,0.1735636801928485,0.8,0.31612402509001614,0.8455470478135103,0.46019521772147204,46,2.0,01-02-0014,record,E1
8,0.03995498030388295,0.0997191011235955,0.05705102450783447,0.9,0.31612402509001614,0.8455470478135103,0.46019521772147204,46,2.0,01-02-0014,record,E1
0,0.41672473867595816,0.8398876404494382,0.5570563577084303,0.1,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
1,0.41602787456445994,0.8384831460674157,0.5561248253376805,0.2,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
2,0.4146341463414634,0.8356741573033708,0.5542617605961807,0.3,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
3,0.4,0.8061797752808989,0.5346995808104332,0.4,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
4,0.3693379790940767,0.7443820224719101,0.49371215649743827,0.5,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
5,0.32682926829268294,0.6587078651685393,0.43688868188169544,0.6,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
6,0.2564459930313589,0.5168539325842697,0.3428039124359572,0.7,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
7,0.1602787456445993,0.32303370786516855,0.21425244527247322,0.8,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
8,0.05714285714285714,0.1151685393258427,0.07638565440149045,0.9,0.3726613729425414,0.784822188191254,0.5053599446036796,46,2.5,01-02-0014,record,E1
0,0.4722932651321398,0.7780898876404494,0.5877984084880636,0.1,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
1,0.47144075021312876,0.776685393258427,0.586737400530504,0.2,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
2,0.46717817561807334,0.7696629213483146,0.5814323607427055,0.3,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
3,0.45098039215686275,0.7429775280898876,0.5612732095490717,0.4,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
4,0.42114236999147486,0.6938202247191011,0.5241379310344827,0.5,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
5,0.37851662404092073,0.6235955056179775,0.4710875331564987,0.6,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
6,0.30775788576300084,0.5070224719101124,0.3830238726790451,0.7,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
7,0.19863597612958228,0.32724719101123595,0.24721485411140587,0.8,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
8,0.07246376811594203,0.11938202247191011,0.09018567639257295,0.9,0.42320919995686024,0.7211162157563382,0.5333850189038296,46,3.0,01-02-0014,record,E1
0,0.15481448763250882,0.9845505617977528,0.2675572519083969,0.1,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
1,0.15459363957597172,0.9831460674157303,0.26717557251908397,0.2,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
2,0.14796819787985865,0.9410112359550562,0.25572519083969464,0.3,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
3,0.13096289752650175,0.8328651685393258,0.2263358778625954,0.4,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
4,0.09960247349823322,0.6334269662921348,0.17213740458015264,0.5,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
5,0.06912544169611308,0.4396067415730337,0.11946564885496183,0.6,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
6,0.039531802120141346,0.25140449438202245,0.0683206106870229,0.7,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
7,0.015901060070671377,0.10112359550561797,0.027480916030534347,0.8,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
8,0.002871024734982332,0.018258426966292134,0.004961832061068702,0.9,0.12710206820489667,0.969481027735239,0.22474000222466428,47,0.5,01-02-0014,record,E1
0,0.2333220453775821,0.9676966292134831,0.3759890859481583,0.1,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
1,0.2326447680325093,0.9648876404494382,0.37489768076398367,0.2,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
2,0.2302742973247545,0.9550561797752809,0.3710777626193724,0.3,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
3,0.21368100237047072,0.8862359550561798,0.34433833560709415,0.4,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
4,0.18218760582458518,0.7556179775280899,0.29358799454297413,0.5,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
5,0.1466305452082628,0.6081460674157303,0.23628922237380628,0.6,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
6,0.09854385370809346,0.40870786516853935,0.15879945429740794,0.7,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
7,0.05079580088046055,0.21067415730337077,0.08185538881309685,0.8,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
8,0.011852353538774127,0.04915730337078652,0.019099590723055934,0.9,0.19945979039867467,0.9423855708694913,0.32923552490785873,47,1.0,01-02-0014,record,E1
0,0.3127035830618892,0.9438202247191011,0.4697658161481999,0.1,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
1,0.3127035830618892,0.9438202247191011,0.4697658161481999,0.2,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
2,0.3117729176361098,0.9410112359550562,0.46836770360013974,0.3,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
3,0.2931596091205212,0.8848314606741573,0.44040545263893743,0.4,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
4,0.2643089809213588,0.797752808988764,0.39706396364907376,0.5,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
5,0.2191717077710563,0.6615168539325843,0.329255505068158,0.6,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
6,0.15914378780828292,0.4803370786516854,0.23907724571828032,0.7,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
7,0.09399720800372266,0.28370786516853935,0.14120936735407202,0.8,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
8,0.026058631921824105,0.07865168539325842,0.03914715134568333,0.9,0.27060001559441393,0.897587204355964,0.4158359333983941,47,1.5,01-02-0014,record,E1
0,0.37242192103712435,0.8876404494382022,0.5246990452469905,0.1,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
1,0.37242192103712435,0.8876404494382022,0.5246990452469905,0.2,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
2,0.3700648202710666,0.8820224719101124,0.5213781652137817,0.3,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
3,0.3541543901001768,0.8441011235955056,0.49896222498962217,0.4,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
4,0.3264584560989982,0.7780898876404494,0.45994188459941876,0.5,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
5,0.27754861520329993,0.6615168539325843,0.39103362391033625,0.6,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
6,0.21567472009428404,0.5140449438202247,0.3038605230386052,0.7,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
7,0.12905126694166175,0.30758426966292135,0.18181818181818182,0.8,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
8,0.04478491455509723,0.10674157303370786,0.06309672063096719,0.9,0.32820705877327183,0.8366649651182576,0.47146697963050316,47,2.0,01-02-0014,record,E1
0,0.42909356725146197,0.824438202247191,0.5644230769230769,0.1,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
1,0.4283625730994152,0.8230337078651685,0.5634615384615385,0.2,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
2,0.42616959064327486,0.8188202247191011,0.5605769230769231,0.3,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
3,0.4108187134502924,0.7893258426966292,0.5403846153846154,0.4,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
4,0.3815789473684211,0.7331460674157303,0.5019230769230769,0.5,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
5,0.3406432748538012,0.6544943820224719,0.4480769230769231,0.6,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
6,0.2675438596491228,0.5140449438202247,0.3519230769230769,0.7,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
7,0.1703216374269006,0.32724719101123595,0.22403846153846155,0.8,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
8,0.06067251461988304,0.11657303370786516,0.0798076923076923,0.9,0.38358056491653175,0.769283648119789,0.5119115555676332,47,2.5,01-02-0014,record,E1
0,0.4874551971326165,0.7640449438202247,0.5951859956236323,0.1,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
1,0.48655913978494625,0.7626404494382022,0.5940919037199125,0.2,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
2,0.482078853046595,0.7556179775280899,0.5886214442013129,0.3,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
3,0.4650537634408602,0.7289325842696629,0.5678336980306345,0.4,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
4,0.4327956989247312,0.6783707865168539,0.5284463894967177,0.5,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
5,0.3897849462365591,0.6109550561797753,0.47592997811816196,0.6,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
6,0.3172043010752688,0.49719101123595505,0.387308533916849,0.7,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
7,0.20698924731182797,0.324438202247191,0.25273522975929974,0.8,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
8,0.07526881720430108,0.11797752808988764,0.09190371991247265,0.9,0.43606237160273464,0.7050127616130679,0.5388418832207538,47,3.0,01-02-0014,record,E1
0,0.16181229773462782,0.9831460674157303,0.277888050813815,0.1,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
1,0.16158113730929266,0.9817415730337079,0.27749106788408096,0.2,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
2,0.15487748497457235,0.9410112359550562,0.26597856292179434,0.3,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
3,0.1368469717984281,0.8314606741573034,0.2350138944025407,0.4,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
4,0.10587147480351364,0.6432584269662921,0.18181818181818182,0.5,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
5,0.07327785483125289,0.4452247191011236,0.1258435887256848,0.6,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
6,0.04160887656033287,0.25280898876404495,0.07145692735212386,0.7,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
7,0.018030513176144243,0.10955056179775281,0.03096466851925367,0.8,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
8,0.0034674063800277394,0.021067415730337078,0.0059547439460103215,0.9,0.13296227466143626,0.9666088140207589,0.2337684356070582,48,0.5,01-02-0014,record,E1
0,0.24422324920014218,0.9648876404494382,0.38978723404255317,0.1,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
1,0.24351226448631355,0.9620786516853933,0.38865248226950355,0.2,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
2,0.24102381798791325,0.952247191011236,0.3846808510638298,0.3,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
3,0.22431567721293993,0.8862359550561798,0.35801418439716315,0.4,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
4,0.1930323498044792,0.7626404494382022,0.3080851063829787,0.5,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
5,0.15748311411304658,0.6221910112359551,0.25134751773049646,0.6,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
6,0.1080696765019552,0.42696629213483145,0.1724822695035461,0.7,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
7,0.05758976182012087,0.22752808988764045,0.09191489361702128,0.8,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
8,0.014219694276573054,0.056179775280898875,0.02269503546099291,0.9,0.20884989567664614,0.9374442742896035,0.34159667564883006,48,1.0,01-02-0014,record,E1
0,0.32612966601178783,0.9325842696629213,0.48326055312954874,0.1,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
1,0.32612966601178783,0.9325842696629213,0.48326055312954874,0.2,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
2,0.325147347740668,0.9297752808988764,0.48180494905385735,0.3,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
3,0.3045186640471513,0.8707865168539326,0.4512372634643377,0.4,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
4,0.2784872298624754,0.7963483146067416,0.41266375545851525,0.5,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
5,0.23084479371316308,0.6601123595505618,0.3420669577874818,0.6,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
6,0.17092337917485265,0.4887640449438202,0.25327510917030566,0.7,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
7,0.10117878192534381,0.2893258426966292,0.14992721979621543,0.8,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
8,0.029469548133595286,0.08426966292134831,0.04366812227074236,0.9,0.28175750329191324,0.8869287051216607,0.42765768219722955,48,1.5,01-02-0014,record,E1
0,0.3878562577447336,0.8792134831460674,0.5382631126397249,0.1,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
1,0.3878562577447336,0.8792134831460674,0.5382631126397249,0.2,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
2,0.3853779429987608,0.8735955056179775,0.5348237317282889,0.3,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
3,0.36926889714993805,0.8370786516853933,0.5124677558039552,0.4,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
4,0.34138785625774476,0.773876404494382,0.4737747205503009,0.5,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
5,0.29244114002478316,0.6629213483146067,0.4058469475494411,0.6,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
6,0.23048327137546468,0.5224719101123596,0.3198624247635426,0.7,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
7,0.13630731102850063,0.3089887640449438,0.1891659501289768,0.8,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
8,0.04956629491945477,0.11235955056179775,0.06878761822871883,0.9,0.3415062230409777,0.8276944019057342,0.48351460475805186,48,2.0,01-02-0014,record,E1
0,0.4441017733230532,0.8089887640449438,0.5734196117471378,0.1,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
1,0.4425597532767926,0.8061797752808989,0.5714285714285715,0.2,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
2,0.4387047031611411,0.7991573033707865,0.5664509706321552,0.3,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
3,0.42405551272166536,0.7724719101123596,0.547536087605774,0.4,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
4,0.39167309175019277,0.7134831460674157,0.5057242409158785,0.5,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
5,0.35235158057054744,0.6418539325842697,0.4549527127924341,0.6,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
6,0.28064764841942946,0.5112359550561798,0.3623693379790941,0.7,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
7,0.17579028527370855,0.3202247191011236,0.2269785963165754,0.8,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
8,0.06322282189668466,0.1151685393258427,0.08163265306122448,0.9,0.39581620469997786,0.7536362089501446,0.5190322285789285,48,2.5,01-02-0014,record,E1
0,0.5075471698113208,0.7556179775280899,0.6072234762979684,0.1,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
1,0.5066037735849057,0.7542134831460674,0.6060948081264108,0.2,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
2,0.5018867924528302,0.7471910112359551,0.6004514672686231,0.3,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
3,0.4849056603773585,0.7219101123595506,0.5801354401805869,0.4,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
4,0.4537735849056604,0.675561797752809,0.5428893905191874,0.5,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
5,0.40849056603773587,0.6081460674157303,0.4887133182844244,0.6,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
6,0.34056603773584904,0.5070224719101124,0.4074492099322799,0.7,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
7,0.22547169811320755,0.3356741573033708,0.2697516930022574,0.8,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
8,0.08018867924528301,0.11938202247191011,0.09593679458239276,0.9,0.45318778492032197,0.6962327718223583,0.549014346054969,48,3.0,01-02-0014,record,E1
0,0.1669054441260745,0.9914893617021276,0.2857142857142857,0.1,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
1,0.16654727793696275,0.9893617021276596,0.28510116492949117,0.2,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
2,0.16583094555873926,0.9851063829787234,0.2838749233599019,0.3,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
3,0.1601002865329513,0.951063829787234,0.27406499080318825,0.4,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
4,0.15007163323782235,0.8914893617021277,0.2568976088289393,0.5,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
5,0.12356733524355301,0.7340425531914894,0.21152667075413858,0.6,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
6,0.08524355300859598,0.5063829787234042,0.14592274678111586,0.7,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
7,0.04477077363896848,0.26595744680851063,0.07664009809932557,0.8,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
8,0.011103151862464184,0.06595744680851064,0.019006744328632738,0.9,0.1448750149318101,0.9668488839193274,0.25199106835675306,45,0.5,01-02-0017,record,E1
0,0.23773584905660378,0.9382978723404255,0.3793548387096774,0.1,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
1,0.2366576819407008,0.9340425531914893,0.3776344086021505,0.2,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
2,0.2366576819407008,0.9340425531914893,0.3776344086021505,0.3,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
3,0.23288409703504043,0.9191489361702128,0.3716129032258065,0.4,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
4,0.2247978436657682,0.8872340425531915,0.35870967741935483,0.5,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
5,0.2059299191374663,0.8127659574468085,0.32860215053763436,0.6,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
6,0.17035040431266846,0.6723404255319149,0.27182795698924733,0.7,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
7,0.10134770889487871,0.4,0.16172043010752687,0.8,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
8,0.031805929919137464,0.125531914893617,0.050752688172043,0.9,0.21452042795470186,0.8874497867229884,0.34551951677170606,45,1.0,01-02-0017,record,E1
0,0.2939068100358423,0.8723404255319149,0.43967828418230565,0.1,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
1,0.2931899641577061,0.8702127659574468,0.43860589812332446,0.2,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
2,0.2924731182795699,0.8680851063829788,0.43753351206434327,0.3,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
3,0.28817204301075267,0.8553191489361702,0.4310991957104558,0.4,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
4,0.2817204301075269,0.8361702127659575,0.42144772117962476,0.5,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
5,0.26523297491039427,0.7872340425531915,0.39678284182305634,0.6,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
6,0.2222222222222222,0.6595744680851063,0.3324396782841823,0.7,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
7,0.13835125448028673,0.4106382978723404,0.20697050938337802,0.8,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
8,0.03942652329749104,0.11702127659574468,0.058981233243967826,0.9,0.26519200808094645,0.8018387377313952,0.3985662565968408,45,1.5,01-02-0017,record,E1
0,0.3303886925795053,0.7957446808510639,0.46691635455680397,0.1,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
1,0.3295053003533569,0.7936170212765957,0.4656679151061173,0.2,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
2,0.32773851590106007,0.7893617021276595,0.46317103620474404,0.3,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
3,0.3215547703180212,0.774468085106383,0.4544319600499376,0.4,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
4,0.3136042402826855,0.7553191489361702,0.4431960049937579,0.5,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
5,0.2915194346289753,0.7021276595744681,0.41198501872659177,0.6,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
6,0.25618374558303886,0.6170212765957447,0.3620474406991261,0.7,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
7,0.16431095406360424,0.39574468085106385,0.23220973782771537,0.8,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
8,0.05035335689045936,0.12127659574468085,0.07116104868913857,0.9,0.29871487693313004,0.7099225576676191,0.42049684489387923,45,2.0,01-02-0017,record,E1
0,0.3638418079096045,0.6851063829787234,0.4752767527675276,0.1,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
1,0.36271186440677966,0.6829787234042554,0.4738007380073801,0.2,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
2,0.3615819209039548,0.6808510638297872,0.4723247232472325,0.3,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
3,0.3559322033898305,0.6702127659574468,0.4649446494464945,0.4,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
4,0.35141242937853107,0.6617021276595745,0.45904059040590406,0.5,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
5,0.327683615819209,0.6170212765957447,0.42804428044280446,0.6,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
6,0.2847457627118644,0.5361702127659574,0.37195571955719553,0.7,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
7,0.17853107344632768,0.33617021276595743,0.23321033210332104,0.8,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
8,0.0655367231638418,0.12340425531914893,0.08560885608856088,0.9,0.32711739694557873,0.6029631010063362,0.4241347291761493,45,2.5,01-02-0017,record,E1
0,0.3814713896457766,0.5957446808510638,0.4651162790697674,0.1,0.34273785860197675,0.5159129498488425,0.411862186388075,45,3.0,01-02-0017,record,E1
1,0.3814713896457766,0.5957446808510638,0.4651162790697674,0.2,0.34273785860197675,0.5159129498488425,0.411862186388075,45,3.0,01-02-0017,record,E1
2,0.3801089918256131,0.5936170212765958,0.46345514950166117,0.3,0.34273785860197675,0.5159129498488425,0.411862186388075,45,3.0,01-02-0017,record,E1
3,0.3773841961852861,0.5893617021276596,0.46013289036544847,0.4,0.34273785860197675,0.5159129498488425,0.411862186388075,45,3.0,01-02-0017,record,E1
4,0.36648501362397823,0.5723404255319149,0.44684385382059805,0.5,0.34273785860197675,0.5159129498488425,0.411862186388075,45,3.0,01-02-0017,record,E1
