,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,lam3,threshold,record,evaluation,gold_standard
7,0.2652134423251589,0.2796934865900383,0.2722610722610722,0.8,0.5111850433463273,0.5091421366700501,0.5101615448467104,45,2.5,01-02-0001,record,E1
8,0.07447774750227067,0.07854406130268199,0.07645687645687646,0.9,0.5111850433463273,0.5091421366700501,0.5101615448467104,45,2.5,01-02-0001,record,E1
0,0.5763274336283186,0.4990421455938697,0.5349075975359344,0.1,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
1,0.5741150442477876,0.49712643678160917,0.5328542094455851,0.2,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
2,0.5707964601769911,0.4942528735632184,0.5297741273100617,0.3,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
3,0.5674778761061947,0.49137931034482757,0.526694045174538,0.4,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
4,0.5497787610619469,0.4760536398467433,0.5102669404517455,0.5,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
5,0.4944690265486726,0.4281609195402299,0.4589322381930185,0.6,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
6,0.3993362831858407,0.3457854406130268,0.3706365503080082,0.7,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
7,0.25331858407079644,0.2193486590038314,0.2351129363449692,0.8,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
8,0.07411504424778761,0.06417624521072797,0.06878850102669405,0.9,0.5298024801157313,0.42841276849479054,0.4737435510255443,45,3.0,01-02-0001,record,E1
0,0.30491504854368934,0.9626436781609196,0.46313364055299544,0.1,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
1,0.30461165048543687,0.9616858237547893,0.46267281105990776,0.2,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
2,0.30339805825242716,0.9578544061302682,0.4608294930875576,0.3,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
3,0.2979368932038835,0.9406130268199234,0.4525345622119816,0.4,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
4,0.2815533980582524,0.8888888888888888,0.4276497695852534,0.5,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
5,0.2424150485436893,0.7653256704980843,0.3682027649769586,0.6,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
6,0.1783980582524272,0.5632183908045977,0.2709677419354839,0.7,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
7,0.1016383495145631,0.32088122605363983,0.1543778801843318,0.8,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
8,0.03246359223300971,0.1024904214559387,0.04930875576036866,0.9,0.27021686057145583,0.9279917340701056,0.4185565253630961,46,0.5,01-02-0001,record,E1
0,0.4151624548736462,0.8812260536398467,0.5644171779141104,0.1,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
1,0.41425992779783394,0.8793103448275862,0.5631901840490797,0.2,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
2,0.41335740072202165,0.8773946360153256,0.561963190184049,0.3,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
3,0.4056859205776173,0.8611111111111112,0.5515337423312884,0.4,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
4,0.39124548736462095,0.8304597701149425,0.5319018404907976,0.5,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
5,0.3555956678700361,0.7547892720306514,0.48343558282208593,0.6,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
6,0.29422382671480146,0.6245210727969349,0.4,0.7,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
7,0.19043321299638988,0.4042145593869732,0.2588957055214724,0.8,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
8,0.06588447653429604,0.13984674329501914,0.08957055214723926,0.9,0.3783498477533099,0.81895519738549,0.5175816731176671,46,1.0,01-02-0001,record,E1
0,0.4834152334152334,0.7538314176245211,0.5890718562874252,0.1,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
1,0.48157248157248156,0.7509578544061303,0.5868263473053893,0.2,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
2,0.4797297297297297,0.7480842911877394,0.5845808383233533,0.3,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
3,0.4742014742014742,0.7394636015325671,0.5778443113772456,0.4,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
4,0.4606879606879607,0.7183908045977011,0.561377245508982,0.5,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
5,0.42321867321867324,0.6599616858237548,0.5157185628742516,0.6,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
6,0.34582309582309584,0.539272030651341,0.4214071856287425,0.7,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
7,0.23832923832923833,0.3716475095785441,0.29041916167664666,0.8,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
8,0.08046683046683047,0.12547892720306514,0.09805389221556887,0.9,0.44419896047741037,0.6826948023869238,0.538209246580258,46,1.5,01-02-0001,record,E1
0,0.5245901639344263,0.6436781609195402,0.5780645161290323,0.1,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
1,0.5238095238095238,0.64272030651341,0.5772043010752689,0.2,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
2,0.522248243559719,0.6408045977011494,0.5754838709677419,0.3,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
3,0.5175644028103045,0.6350574712643678,0.5703225806451613,0.4,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
4,0.4996096799375488,0.6130268199233716,0.5505376344086022,0.5,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
5,0.4597970335675254,0.564176245210728,0.5066666666666666,0.6,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
6,0.38173302107728335,0.46839080459770116,0.42064516129032253,0.7,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
7,0.2685402029664325,0.32950191570881227,0.2959139784946237,0.8,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
8,0.08040593286494926,0.09865900383141762,0.08860215053763441,0.9,0.4867462163736599,0.5742864035467029,0.5269050711413096,46,2.0,01-02-0001,record,E1
0,0.560303893637227,0.5651340996168582,0.5627086313781593,0.1,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
1,0.5593542260208927,0.564176245210728,0.5617548879351455,0.2,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
2,0.5565052231718899,0.5613026819923371,0.558893657606104,0.3,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
3,0.5527065527065527,0.5574712643678161,0.5550786838340487,0.4,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
4,0.5356125356125356,0.5402298850574713,0.5379113018597997,0.5,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
5,0.4757834757834758,0.47988505747126436,0.4778254649499285,0.6,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
6,0.3922127255460589,0.3955938697318008,0.3938960419647115,0.7,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
7,0.26020892687559355,0.2624521072796935,0.2613257033857892,0.8,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
8,0.06932573599240266,0.06992337164750957,0.06962327134000953,0.9,0.5163255337285814,0.4907486219657073,0.5032122862656968,46,2.5,01-02-0001,record,E1
0,0.5822784810126582,0.4846743295019157,0.5290120230005227,0.1,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
1,0.5799769850402762,0.4827586206896552,0.5269210663878725,0.2,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
2,0.5776754890678941,0.48084291187739464,0.5248301097752222,0.3,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
3,0.57307249712313,0.47701149425287354,0.5206481965499214,0.4,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
4,0.5546605293440736,0.4616858237547893,0.5039205436487192,0.5,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
5,0.4936708860759494,0.4109195402298851,0.44851019341348675,0.6,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
6,0.39355581127733025,0.3275862068965517,0.3575535807631992,0.7,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
7,0.24510932105868816,0.20402298850574713,0.22268687924725564,0.8,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
8,0.07479861910241657,0.06226053639846743,0.06795608991113435,0.9,0.534568467070935,0.4140930463319936,0.4666808590313455,46,3.0,01-02-0001,record,E1
0,0.31718202103920945,0.9530651340996169,0.4759626883520689,0.1,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
1,0.31686324513866754,0.9521072796934866,0.4754843338914136,0.2,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
2,0.314950589735416,0.946360153256705,0.4726142071274814,0.3,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
3,0.3098501753267453,0.9310344827586207,0.46496053575699586,0.4,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
4,0.29359260439910745,0.882183908045977,0.44056445826357327,0.5,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
5,0.2562958240357029,0.7701149425287356,0.3845969863668979,0.6,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
6,0.19030921262352565,0.5718390804597702,0.28557761301124135,0.7,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
7,0.10838380618425247,0.32567049808429116,0.1626405166228175,0.8,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
8,0.035065349059611096,0.1053639846743295,0.05261899067208802,0.9,0.2806392410266987,0.9166579425299389,0.4297181899459936,47,0.5,01-02-0001,record,E1
0,0.4254510921177588,0.8582375478927203,0.568888888888889,0.1,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
1,0.4240265906932574,0.8553639846743295,0.5669841269841269,0.2,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
2,0.4235517568850902,0.8544061302681992,0.5663492063492064,0.3,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
3,0.4164292497625831,0.8400383141762452,0.5568253968253969,0.4,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
4,0.4031339031339031,0.8132183908045977,0.539047619047619,0.5,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
5,0.3684710351377018,0.7432950191570882,0.49269841269841264,0.6,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
6,0.30816714150047486,0.6216475095785441,0.4120634920634921,0.7,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
7,0.20180436847103514,0.407088122605364,0.2698412698412698,0.8,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
8,0.07075023741690409,0.14272030651340997,0.0946031746031746,0.9,0.387803512591914,0.7977123037638202,0.5218920391772655,47,1.0,01-02-0001,record,E1
0,0.4929214929214929,0.7337164750957854,0.5896843725943033,0.1,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
1,0.49163449163449163,0.7318007662835249,0.588144726712856,0.2,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
2,0.4897039897039897,0.7289272030651341,0.5858352578906851,0.3,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
3,0.48584298584298585,0.7231800766283525,0.5812163202463434,0.4,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
4,0.47104247104247104,0.7011494252873564,0.5635103926096997,0.5,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
5,0.435006435006435,0.6475095785440613,0.5204003079291764,0.6,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
6,0.35585585585585583,0.5296934865900383,0.4257120862201693,0.7,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
7,0.24774774774774774,0.36877394636015326,0.29638183217859887,0.8,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
8,0.08236808236808237,0.12260536398467432,0.09853733641262509,0.9,0.4523384748807533,0.6647428048630614,0.5383471229750977,47,1.5,01-02-0001,record,E1
0,0.5341463414634147,0.6293103448275862,0.5778364116094986,0.1,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
1,0.5333333333333333,0.6283524904214559,0.5769569041336852,0.2,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
2,0.5317073170731708,0.6264367816091954,0.575197889182058,0.3,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
3,0.5276422764227642,0.6216475095785441,0.5708003518029904,0.4,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
4,0.5130081300813009,0.6044061302681992,0.5549692172383466,0.5,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
5,0.47073170731707314,0.5545977011494253,0.5092348284960421,0.6,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
6,0.3853658536585366,0.4540229885057471,0.41688654353562005,0.7,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
7,0.26991869918699185,0.31800766283524906,0.29199648197009676,0.8,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
8,0.08048780487804878,0.09482758620689655,0.0870712401055409,0.9,0.4935084783937707,0.5585055781371616,0.5239991544405749,47,2.0,01-02-0001,record,E1
0,0.562874251497006,0.5402298850574713,0.5513196480938417,0.1,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
1,0.5608782435129741,0.5383141762452107,0.549364613880743,0.2,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
2,0.5578842315369261,0.5354406130268199,0.5464320625610948,0.3,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
3,0.5558882235528942,0.5335249042145593,0.5444770283479962,0.4,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
4,0.5389221556886228,0.5172413793103449,0.527859237536657,0.5,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
5,0.47904191616766467,0.45977011494252873,0.469208211143695,0.6,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
6,0.39520958083832336,0.3793103448275862,0.3870967741935483,0.7,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
7,0.2554890219560878,0.24521072796934865,0.25024437927663734,0.8,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
8,0.07085828343313373,0.06800766283524905,0.0694037145650049,0.9,0.5189066105127405,0.46884572843507194,0.4926075863404743,47,2.5,01-02-0001,record,E1
0,0.5793269230769231,0.4616858237547893,0.513859275053305,0.1,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
1,0.578125,0.460727969348659,0.5127931769722814,0.2,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
2,0.5757211538461539,0.45881226053639845,0.5106609808102345,0.3,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
3,0.5709134615384616,0.4549808429118774,0.5063965884861407,0.4,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
4,0.5504807692307693,0.4386973180076628,0.488272921108742,0.5,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
5,0.49278846153846156,0.39272030651340994,0.43710021321961623,0.6,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
6,0.3894230769230769,0.3103448275862069,0.34541577825159914,0.7,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
7,0.23677884615384615,0.18869731800766285,0.21002132196162046,0.8,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
8,0.07692307692307693,0.06130268199233716,0.06823027718550106,0.9,0.533808683027063,0.39494849724848313,0.4539979698831113,47,3.0,01-02-0001,record,E1
0,0.3274542429284526,0.9425287356321839,0.48604593726846135,0.1,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
1,0.3271214642262895,0.9415708812260536,0.48555198814522105,0.2,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
2,0.3254575707154742,0.9367816091954023,0.4830822425290195,0.3,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
3,0.3201331114808652,0.921455938697318,0.47517905655717463,0.4,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
4,0.30415973377703825,0.8754789272030651,0.4514694986416399,0.5,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
5,0.2655574043261231,0.764367816091954,0.3941714003457644,0.6,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
6,0.20066555740432612,0.5775862068965517,0.2978513213139047,0.7,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
7,0.11980033277870217,0.3448275862068966,0.17782168436651025,0.8,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
8,0.038935108153078206,0.11206896551724138,0.05779204741911583,0.9,0.29015473791939167,0.9059158750460862,0.4395322156595788,48,0.5,01-02-0001,record,E1
0,0.442,0.8467432950191571,0.580814717477004,0.1,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
1,0.44,0.842911877394636,0.578186596583443,0.2,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
2,0.4395,0.8419540229885057,0.5775295663600525,0.3,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
3,0.434,0.8314176245210728,0.5703022339027595,0.4,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
4,0.421,0.8065134099616859,0.5532194480946124,0.5,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
5,0.3865,0.7404214559386973,0.5078843626806834,0.6,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
6,0.316,0.6053639846743295,0.4152431011826544,0.7,0.40066765111380165,0.7817721680314251,0.5298042457631824,48,1.0,01-02-0001,record,E1
