,precision,recall,f1,iou_th,lam3,threshold,record
4,0.2478134110787172,0.4974916387959866,0.330831248262441,0.5,46,0.5,01-02-0012
5,0.2003331945022907,0.40217391304347827,0.26744509313316656,0.6,46,0.5,01-02-0012
6,0.14827155351936694,0.2976588628762542,0.19794273005282179,0.7,46,0.5,01-02-0012
7,0.08788004997917534,0.17642140468227424,0.11731998887962189,0.8,46,0.5,01-02-0012
8,0.03290295710120783,0.06605351170568562,0.04392549346677787,0.9,46,0.5,01-02-0012
0,0.3677007299270073,0.6739130434782609,0.4757969303423849,0.1,47,0.5,01-02-0012
1,0.3585766423357664,0.657190635451505,0.4639905548996458,0.2,47,0.5,01-02-0012
2,0.3398722627737226,0.6229096989966555,0.4397874852420307,0.3,47,0.5,01-02-0012
3,0.30428832116788324,0.5576923076923077,0.3937426210153483,0.4,47,0.5,01-02-0012
4,0.2563868613138686,0.4698996655518395,0.3317591499409681,0.5,47,0.5,01-02-0012
5,0.2103102189781022,0.38545150501672243,0.27213695395513576,0.6,47,0.5,01-02-0012
6,0.15145985401459855,0.27759197324414714,0.19598583234946873,0.7,47,0.5,01-02-0012
7,0.09078467153284671,0.16638795986622074,0.11747343565525384,0.8,47,0.5,01-02-0012
8,0.032846715328467155,0.06020066889632107,0.04250295159386069,0.9,47,0.5,01-02-0012
0,0.3787128712871287,0.6396321070234113,0.47574626865671643,0.1,48,0.5,01-02-0012
1,0.3693069306930693,0.6237458193979933,0.4639303482587065,0.2,48,0.5,01-02-0012
2,0.35148514851485146,0.5936454849498328,0.44154228855721395,0.3,48,0.5,01-02-0012
3,0.31485148514851485,0.5317725752508361,0.3955223880597015,0.4,48,0.5,01-02-0012
4,0.26683168316831685,0.4506688963210702,0.3351990049751244,0.5,48,0.5,01-02-0012
5,0.21534653465346534,0.3637123745819398,0.27052238805970147,0.6,48,0.5,01-02-0012
6,0.15148514851485148,0.25585284280936454,0.19029850746268656,0.7,48,0.5,01-02-0012
7,0.09306930693069307,0.15719063545150502,0.11691542288557215,0.8,48,0.5,01-02-0012
8,0.031188118811881188,0.052675585284280936,0.03917910447761194,0.9,48,0.5,01-02-0012
0,0.390954388654657,0.7127882599580713,0.504950495049505,0.1,45,0.5,01-02-0013
1,0.3794557301648141,0.6918238993710691,0.4900990099009901,0.2,45,0.5,01-02-0013
2,0.3457263319279417,0.6303284416491963,0.44653465346534643,0.3,45,0.5,01-02-0013
3,0.2916826370256803,0.5317959468902865,0.37673267326732673,0.4,45,0.5,01-02-0013
4,0.22882330394787276,0.4171907756813417,0.2955445544554456,0.5,45,0.5,01-02-0013
5,0.16519739363740896,0.30118798043326345,0.21336633663366336,0.6,45,0.5,01-02-0013
6,0.10617094672288233,0.19357092941998602,0.13712871287128714,0.7,45,0.5,01-02-0013
7,0.06400919892679187,0.116701607267645,0.08267326732673266,0.8,45,0.5,01-02-0013
8,0.020314296665389038,0.037037037037037035,0.026237623762376237,0.9,45,0.5,01-02-0013
0,0.4014808720691074,0.6820405310971349,0.5054375970999482,0.1,46,0.5,01-02-0013
1,0.3911970382558618,0.6645702306079665,0.4924909373381668,0.2,46,0.5,01-02-0013
2,0.35294117647058826,0.59958071278826,0.4443293630243397,0.3,46,0.5,01-02-0013
3,0.29823118058412174,0.506638714185884,0.3754531330916624,0.4,46,0.5,01-02-0013
4,0.23529411764705882,0.3997204751921733,0.2962195753495598,0.5,46,0.5,01-02-0013
5,0.16988893459481694,0.2886093640810622,0.21387881926462973,0.6,46,0.5,01-02-0013
6,0.10941999177293295,0.18588399720475193,0.13775245986535473,0.7,46,0.5,01-02-0013
7,0.06458247634718223,0.10971348707197764,0.08130502330398758,0.8,46,0.5,01-02-0013
8,0.01974496092143151,0.033542976939203356,0.024857586742620407,0.9,46,0.5,01-02-0013
0,0.40821678321678323,0.6526904262753319,0.5022855606345792,0.1,47,0.5,01-02-0013
1,0.395979020979021,0.6331236897274634,0.48722774939499874,0.2,47,0.5,01-02-0013
2,0.361013986013986,0.5772187281621244,0.44420543156762565,0.3,47,0.5,01-02-0013
3,0.30113636363636365,0.48148148148148145,0.3705297122882495,0.4,47,0.5,01-02-0013
4,0.23907342657342656,0.3822501747030049,0.2941650981446625,0.5,47,0.5,01-02-0013
5,0.1673951048951049,0.2676450034940601,0.20596934659854801,0.6,47,0.5,01-02-0013
6,0.10882867132867133,0.1740041928721174,0.13390696423769832,0.7,47,0.5,01-02-0013
7,0.06293706293706294,0.10062893081761007,0.07744017208927131,0.8,47,0.5,01-02-0013
8,0.02054195804195804,0.03284416491963662,0.025275611723581608,0.9,47,0.5,01-02-0013
0,0.4224952741020794,0.6247379454926625,0.504087961657739,0.1,48,0.5,01-02-0013
1,0.40973534971644615,0.6058700209643606,0.48886382858753874,0.2,48,0.5,01-02-0013
2,0.3738185255198488,0.5527603074772887,0.44601071327882724,0.3,48,0.5,01-02-0013
3,0.31049149338374293,0.4591194968553459,0.37045390470820416,0.4,48,0.5,01-02-0013
4,0.24007561436672967,0.3549965059399022,0.2864392444319143,0.5,48,0.5,01-02-0013
5,0.17013232514177692,0.25157232704402516,0.2029884409360022,0.6,48,0.5,01-02-0013
6,0.1110586011342155,0.1642208245981831,0.13250634338877926,0.7,48,0.5,01-02-0013
7,0.06285444234404537,0.09294199860237597,0.07499295179024527,0.8,48,0.5,01-02-0013
8,0.021266540642722116,0.031446540880503145,0.025373555117000277,0.9,48,0.5,01-02-0013
0,0.44430459408432976,0.8748451053283767,0.5893155258764607,0.1,45,0.5,01-02-0014
1,0.4392699811202014,0.8649318463444857,0.5826377295492488,0.2,45,0.5,01-02-0014
2,0.4197608558842039,0.8265179677819083,0.5567612687813022,0.3,45,0.5,01-02-0014
3,0.3908118313404657,0.7695167286245354,0.5183639398998331,0.4,45,0.5,01-02-0014
4,0.3477029578351164,0.684634448574969,0.4611853088480801,0.5,45,0.5,01-02-0014
5,0.28099433606041535,0.5532837670384139,0.3727045075125208,0.6,45,0.5,01-02-0014
6,0.21900566393958465,0.4312267657992565,0.29048414023372293,0.7,45,0.5,01-02-0014
7,0.14191315292636877,0.27942998760842624,0.18823038397328878,0.8,45,0.5,01-02-0014
8,0.056954059156702326,0.11214374225526642,0.07554257095158598,0.9,45,0.5,01-02-0014
0,0.46138415245737213,0.8550185873605948,0.5993485342019544,0.1,46,0.5,01-02-0014
1,0.4560347709796055,0.8451053283767038,0.5923995656894679,0.2,46,0.5,01-02-0014
2,0.4389836175192243,0.8135068153655515,0.5702497285559175,0.3,46,0.5,01-02-0014
3,0.4082246740220662,0.7565055762081785,0.5302931596091206,0.4,46,0.5,01-02-0014
4,0.36342360414577063,0.6734820322180917,0.4720955483170467,0.5,46,0.5,01-02-0014
5,0.2938816449348044,0.5446096654275093,0.3817589576547231,0.6,46,0.5,01-02-0014
6,0.22601136743564026,0.4188351920693928,0.2935939196525516,0.7,46,0.5,01-02-0014
7,0.146773654296222,0.27199504337050806,0.19066232356134635,0.8,46,0.5,01-02-0014
8,0.058174523570712136,0.10780669144981413,0.0755700325732899,0.9,46,0.5,01-02-0014
0,0.48002853067047074,0.8339529120198265,0.609325486645541,0.1,47,0.5,01-02-0014
1,0.47503566333808844,0.8252788104089219,0.602987777274785,0.2,47,0.5,01-02-0014
2,0.456490727532097,0.7930607187112764,0.5794477138976912,0.3,47,0.5,01-02-0014
3,0.4243937232524964,0.7372986369268897,0.5387052965142599,0.4,47,0.5,01-02-0014
4,0.37910128388017117,0.6586121437422553,0.48121321865097333,0.5,47,0.5,01-02-0014
5,0.30527817403708984,0.530359355638166,0.387505658669081,0.6,47,0.5,01-02-0014
6,0.23395149786019973,0.40644361833952913,0.2969669533725668,0.7,47,0.5,01-02-0014
7,0.15299572039942938,0.26579925650557623,0.19420552286102308,0.8,47,0.5,01-02-0014
8,0.05884450784593438,0.10223048327137546,0.07469443186962428,0.9,47,0.5,01-02-0014
0,0.4996177370030581,0.8097893432465924,0.6179669030732861,0.1,48,0.5,01-02-0014
1,0.49426605504587157,0.8011152416356877,0.6113475177304964,0.2,48,0.5,01-02-0014
2,0.47744648318042815,0.7738537794299876,0.5905437352245863,0.3,48,0.5,01-02-0014
3,0.44495412844036697,0.7211895910780669,0.550354609929078,0.4,48,0.5,01-02-0014
4,0.3967889908256881,0.6431226765799256,0.4907801418439717,0.5,48,0.5,01-02-0014
5,0.31574923547400613,0.5117719950433705,0.3905437352245863,0.6,48,0.5,01-02-0014
6,0.24120795107033638,0.3909541511771995,0.2983451536643026,0.7,48,0.5,01-02-0014
7,0.15634556574923547,0.2534076827757125,0.1933806146572104,0.8,48,0.5,01-02-0014
8,0.05963302752293578,0.09665427509293681,0.07375886524822696,0.9,48,0.5,01-02-0014
0,0.3471725125268432,0.8144416456759026,0.4868255959849435,0.1,45,0.5,01-02-0017
1,0.3457408732999284,0.8110831234256927,0.4848180677540778,0.2,45,0.5,01-02-0017
2,0.33929849677881174,0.7959697732997482,0.4757841907151819,0.3,45,0.5,01-02-0017
3,0.3178239083750895,0.7455919395465995,0.44567126725219575,0.4,45,0.5,01-02-0017
4,0.28561202576950606,0.6700251889168766,0.4005018820577164,0.5,45,0.5,01-02-0017
5,0.2290622763063708,0.5373635600335852,0.3212045169385195,0.6,45,0.5,01-02-0017
6,0.164638511095204,0.38623005877413935,0.23086574654956082,0.7,45,0.5,01-02-0017
7,0.09556191839656407,0.22418136020151133,0.1340025094102886,0.8,45,0.5,01-02-0017
8,0.03507516105941303,0.08228379513014274,0.04918444165621079,0.9,45,0.5,01-02-0017
0,0.35553047404063204,0.7934508816120907,0.4910366328916601,0.1,46,0.5,01-02-0017
1,0.354778028592927,0.7917716204869857,0.48999740192257724,0.2,46,0.5,01-02-0017
2,0.34838224228743414,0.7774979009235936,0.4811639386853728,0.3,46,0.5,01-02-0017
3,0.32468021068472536,0.7246011754827876,0.44842816315926215,0.4,46,0.5,01-02-0017
4,0.290443942814146,0.6481947942905122,0.40114315406599116,0.5,46,0.5,01-02-0017
5,0.2253574115876599,0.5029387069689337,0.3112496752403222,0.6,46,0.5,01-02-0017
6,0.16027088036117382,0.35768261964735515,0.22135619641465318,0.7,46,0.5,01-02-0017
7,0.09255079006772009,0.20654911838790932,0.12782540919719407,0.8,46,0.5,01-02-0017
8,0.03235515425131678,0.07220822837951302,0.044686931670563784,0.9,46,0.5,01-02-0017
0,0.3634926906361122,0.7724601175482787,0.49435787211176785,0.1,47,0.5,01-02-0017
1,0.3630975898854208,0.7716204869857263,0.49382052659860287,0.2,47,0.5,01-02-0017
2,0.35519557487159226,0.7548278757346767,0.48307361633530355,0.3,47,0.5,01-02-0017
3,0.3330699328328724,0.707808564231738,0.4529822675980656,0.4,47,0.5,01-02-0017
4,0.29039905175819836,0.6171284634760705,0.3949489521762493,0.5,47,0.5,01-02-0017
5,0.22560252864480443,0.4794290512174643,0.3068242880171951,0.6,47,0.5,01-02-0017
6,0.1560647965231134,0.3316540722082284,0.2122514777001612,0.7,47,0.5,01-02-0017
7,0.08968787040695378,0.19059613769941225,0.1219774314884471,0.8,47,0.5,01-02-0017
8,0.03160806005531411,0.06717044500419815,0.04298764105319721,0.9,47,0.5,01-02-0017
0,0.3730721133805752,0.7514693534844669,0.4986072423398329,0.1,48,0.5,01-02-0017
1,0.37223843268028345,0.7497900923593619,0.4974930362116992,0.2,48,0.5,01-02-0017
2,0.3634847853272197,0.7321578505457599,0.4857938718662952,0.3,48,0.5,01-02-0017
3,0.3401417257190496,0.6851385390428212,0.45459610027855146,0.4,48,0.5,01-02-0017
4,0.2909545644018341,0.5860621326616289,0.388857938718663,0.5,48,0.5,01-02-0017
5,0.22426010837849103,0.4517212426532326,0.2997214484679666,0.6,48,0.5,01-02-0017
6,0.15339724885368905,0.3089840470193115,0.20501392757660167,0.7,48,0.5,01-02-0017
7,0.08711963318049187,0.17548278757346766,0.11643454038997213,0.8,48,0.5,01-02-0017
8,0.028761984160066693,0.05793450881612091,0.038440111420612814,0.9,48,0.5,01-02-0017
0,0.4493293591654247,0.7178571428571429,0.5527039413382218,0.1,45,0.5,01-02-0018
1,0.4456035767511177,0.7119047619047619,0.5481209899175068,0.2,45,0.5,01-02-0018
2,0.4314456035767511,0.6892857142857143,0.5307057745187901,0.3,45,0.5,01-02-0018
3,0.4098360655737705,0.6547619047619048,0.5041246562786434,0.4,45,0.5,01-02-0018
4,0.36922503725782413,0.5898809523809524,0.4541704857928506,0.5,45,0.5,01-02-0018
5,0.30178837555886734,0.48214285714285715,0.3712190650779102,0.6,45,0.5,01-02-0018
6,0.22578241430700446,0.3607142857142857,0.2777268560953254,0.7,45,0.5,01-02-0018
7,0.13450074515648286,0.2148809523809524,0.16544454628780933,0.8,45,0.5,01-02-0018
8,0.040611028315946346,0.06488095238095239,0.04995417048579285,0.9,45,0.5,01-02-0018
0,0.4655380894800484,0.6875,0.5551550108147081,0.1,46,0.5,01-02-0018
1,0.4623135832325675,0.6827380952380953,0.5513097813025715,0.2,46,0.5,01-02-0018
2,0.4502216848045143,0.6648809523809524,0.5368901706320596,0.3,46,0.5,01-02-0018
3,0.43047158403869407,0.6357142857142857,0.5133381398702235,0.4,46,0.5,01-02-0018
4,0.3901652559451834,0.5761904761904761,0.4652727709685172,0.5,46,0.5,01-02-0018
5,0.3196291817815397,0.4720238095238095,0.3811583753905311,0.6,46,0.5,01-02-0018
6,0.22893994357114067,0.3380952380952381,0.27301129536169194,0.7,46,0.5,01-02-0018
7,0.13381700927045545,0.1976190476190476,0.15957702475366498,0.8,46,0.5,01-02-0018
8,0.04070939137444579,0.06011904761904762,0.04854602259072338,0.9,46,0.5,01-02-0018
0,0.47850386930352534,0.6625,0.5556665002496256,0.1,47,0.5,01-02-0018
1,0.4754944110060189,0.6583333333333333,0.5521717423864203,0.2,47,0.5,01-02-0018
2,0.46388650042992263,0.6422619047619048,0.5386919620569147,0.3,47,0.5,01-02-0018
3,0.44411006018916593,0.6148809523809524,0.5157264103844234,0.4,47,0.5,01-02-0018
4,0.3998280309544282,0.5535714285714286,0.4643035446829756,0.5,47,0.5,01-02-0018
5,0.32674118658641443,0.4523809523809524,0.37943085371942087,0.6,47,0.5,01-02-0018
6,0.23258813413585555,0.32202380952380955,0.2700948577134299,0.7,47,0.5,01-02-0018
7,0.13714531384350817,0.18988095238095237,0.15926110833749377,0.8,47,0.5,01-02-0018
8,0.040842648323301804,0.05654761904761905,0.04742885671492761,0.9,47,0.5,01-02-0018
0,0.48790697674418604,0.6244047619047619,0.547780678851175,0.1,48,0.5,01-02-0018
1,0.4832558139534884,0.618452380952381,0.5425587467362925,0.2,48,0.5,01-02-0018
2,0.4720930232558139,0.6041666666666666,0.5300261096605744,0.3,48,0.5,01-02-0018
3,0.4530232558139535,0.5797619047619048,0.5086161879895562,0.4,48,0.5,01-02-0018
4,0.41069767441860466,0.5255952380952381,0.4610966057441253,0.5,48,0.5,01-02-0018
5,0.3283720930232558,0.42023809523809524,0.368668407310705,0.6,48,0.5,01-02-0018
6,0.24,0.30714285714285716,0.2694516971279374,0.7,48,0.5,01-02-0018
7,0.14,0.17916666666666667,0.15718015665796345,0.8,48,0.5,01-02-0018
8,0.044651162790697675,0.05714285714285714,0.050130548302872065,0.9,48,0.5,01-02-0018
0,0.45647058823529413,0.5500945179584121,0.498928418345478,0.1,45,0.5,01-02-0019
1,0.4549019607843137,0.5482041587901701,0.4972138876982426,0.2,45,0.5,01-02-0019
2,0.44784313725490194,0.5396975425330813,0.48949849978568366,0.3,45,0.5,01-02-0019
3,0.43058823529411766,0.5189035916824196,0.4706386626660951,0.4,45,0.5,01-02-0019
4,0.38901960784313727,0.46880907372400754,0.42520360051435924,0.5,45,0.5,01-02-0019
5,0.3247058823529412,0.391304347826087,0.35490784397771113,0.6,45,0.5,01-02-0019
6,0.23294117647058823,0.28071833648393196,0.254607801114445,0.7,45,0.5,01-02-0019
7,0.1396078431372549,0.16824196597353497,0.15259322760394345,0.8,45,0.5,01-02-0019
8,0.04627450980392157,0.055765595463137994,0.050578654093441915,0.9,45,0.5,01-02-0019
0,0.45596707818930043,0.5236294896030246,0.48746150461944565,0.1,46,0.5,01-02-0019
1,0.4534979423868313,0.5207939508506616,0.48482182138143426,0.2,46,0.5,01-02-0019
2,0.448559670781893,0.5151228733459358,0.47954245490541136,0.3,46,0.5,01-02-0019
3,0.43209876543209874,0.4962192816635161,0.46194456665200173,0.4,46,0.5,01-02-0019
4,0.388477366255144,0.44612476370510395,0.41531016278046634,0.5,46,0.5,01-02-0019
5,0.3234567901234568,0.3714555765595463,0.3457985041794985,0.6,46,0.5,01-02-0019
6,0.22962962962962963,0.2637051039697543,0.2454905411350638,0.7,46,0.5,01-02-0019
7,0.13991769547325103,0.16068052930056712,0.14958205015398152,0.8,46,0.5,01-02-0019
8,0.043621399176954734,0.0500945179584121,0.04663440387153541,0.9,46,0.5,01-02-0019
0,0.4653812445223488,0.501890359168242,0.4829467939972714,0.1,47,0.5,01-02-0019
1,0.4636283961437336,0.5,0.4811277853569805,0.2,47,0.5,01-02-0019
2,0.45924627519719546,0.4952741020793951,0.47658026375625284,0.3,47,0.5,01-02-0019
3,0.44171779141104295,0.4763705103969754,0.4583901773533424,0.4,47,0.5,01-02-0019
4,0.39351446099912357,0.42438563327032136,0.40836743974533873,0.5,47,0.5,01-02-0019
5,0.32427695004382123,0.3497164461247637,0.33651659845384274,0.6,47,0.5,01-02-0019
6,0.22787028921998248,0.24574669187145556,0.2364711232378354,0.7,47,0.5,01-02-0019
7,0.13584574934268187,0.14650283553875237,0.14097316962255574,0.8,47,0.5,01-02-0019
8,0.03943908851884312,0.04253308128544423,0.040927694406548434,0.9,47,0.5,01-02-0019
0,0.4725274725274725,0.4877126654064272,0.48,0.1,48,0.5,01-02-0019
1,0.4716117216117216,0.4867674858223062,0.4790697674418605,0.2,48,0.5,01-02-0019
2,0.4652014652014652,0.48015122873345933,0.4725581395348837,0.3,48,0.5,01-02-0019
3,0.445970695970696,0.4603024574669187,0.45302325581395353,0.4,48,0.5,01-02-0019
4,0.3946886446886447,0.40737240075614367,0.4009302325581396,0.5,48,0.5,01-02-0019
5,0.32051282051282054,0.33081285444234404,0.32558139534883723,0.6,48,0.5,01-02-0019
6,0.22252747252747251,0.22967863894139887,0.226046511627907,0.7,48,0.5,01-02-0019
7,0.12179487179487179,0.12570888468809074,0.12372093023255815,0.8,48,0.5,01-02-0019
8,0.03663003663003663,0.03780718336483932,0.037209302325581395,0.9,48,0.5,01-02-0019
